story_id,title,description,story_points,business_value,risk_score,required_skill,sprint_id,sprint_completed,depends_on,status
MESOS-8826,"""ReaperProcess depends on clock manipulation.""","""""""After making composing containerizer as a default containerizer in tests by setting a value `mesos,docker` for `containerizers` flag in `MesosTest::CreateSlaveFlags()`, some tests started to endlessly wait for recovery completion after starting slave with paused clocks.   Recovery process for a docker c'zer uses `subprocess()` to spawn `docker ps -a` subprocess and [subscribes for its termination|https://github.com/apache/mesos/blob/ca21ca82071f2c53d5817424569977728260da65/src/docker/docker.cpp#L1466-L1467]. As a reaper process [uses `delay()`|https://github.com/apache/mesos/blob/master/3rdparty/libprocess/src/reap.cpp#L112], this leads to a hanging recovery process for the docker c'zer, when the libprocess' clocks are paused.    A possible [solution might be|https://github.com/<USER>mesos/commit/246958b8c942c150b2da778c8ab0f351be235992] using a single dedicated thread that doesn't use libprocess clocks and periodically iterates over pids and calls `waitpid` for each of them.   In addition, we can introduce one more dedicated thread that calls `waitpid(-1)` to wait for termination of children processes, so that we can get rid of    pattern in tests.""""""",1,5.33,0.42,DevOps,BACKLOG-MESOS-2018,1,,done
MESOS-8825,"""Remove storage pools associated with missing profiles.""","""""""When a profile no longer exists, the storage pool associated with it should be removed.""""""",5,6.43,0.70,Backend,369,1,,done
MESOS-8824,"""Send the task's latest """"status update state"""" to frameworks when an unreachable agent reregisters.""","""""""With MESOS-6406 the master started to actively send frameworks status updates for reregistering agents if the agent:   - has previously been removed by the master for being unreachable or   - is unknown to the master due to the garbage collection of the   unreachable and gone agents in the registry and the master's state.    However we sent the task's [latest state|https://github.com/apache/mesos/blob/3711d66aa9eb70e12b184d3c2f79bf56fbd9cffa/include/mesos/v1/mesos.proto#L2147] instead of its [latest status update state|https://github.com/apache/mesos/blob/3711d66aa9eb70e12b184d3c2f79bf56fbd9cffa/include/mesos/v1/mesos.proto#L2154] which means the framework could first get an update with a {{TASK_FINISHED}} and then later {{TASK_RUNNING}}.    This is inconsistent with the handling of other master generated updates, e.g,. [during reconciliation|https://github.com/apache/mesos/blob/3711d66aa9eb70e12b184d3c2f79bf56fbd9cffa/src/master/master.cpp#L8603]; we should send the status update state instead.""""""",1,6.70,0.63,Testing,BACKLOG-MESOS-2018,0,,in_progress
MESOS-8822,"""SlaveTest.PingTimeoutSomePings is flaky""","""""""This test sometimes fails with:        Full test logs attached.""""""",1,5.15,0.32,Testing,BACKLOG-MESOS-2018,0,,backlog
MESOS-8821,"""stout's `os::permissions()` does not follow symlinks""","""""""The {{os::permissions()}} function is implemented using {{stat()}}:        This works pretty well except in cases where the file given is a symlink, since symlinks are created with full 777 permissions but defer all the security questions to the real file, so probably this function should be implemented using {{lstat()}} instead, unless not following symlinks was the original intention.""""""",13,5.65,0.48,Backend,BACKLOG-MESOS-2018,1,,done
MESOS-8820,"""UpgradeTest.ReregisterOldAgentWithMultiRoleMaster is flaky""","""""""I see {{UpgradeTest.ReregisterOldAgentWithMultiRoleMaster}} fail rather often (>50%) on a busy 16-core machine (concurrent run of {{support/mesos-tidy.sh}} and big build).""""""",1,6.30,0.48,Testing,BACKLOG-MESOS-2018,0,,backlog
MESOS-8819,"""mesos.pom file hardcodes developers""","""""""Currently {{src/java/mesos.pom.in}} hardcodes developers. The information there duplicates {{docs/comitters.md}} and is currently likely outdated and will get out of sync again in the future.    It seems we should either automatically populate this field during the release process or drop this field without replacement. We already point to the dev mailing list which can be used to reach Mesos developers.""""""",1,3.73,0.16,DevOps,374,1,,done
MESOS-8818,"""VolumeSandboxPathIsolatorTest.SharedParentTypeVolume fails on macOS""","""""""This test fails on macOS with:      Likely a regression introduced in commit {{189efed864ca2455674b0790d6be4a73c820afd6}} which removed {{volume/sandbox_path}} for POSIX.""""""",2,6.68,0.52,Testing,374,1,,done
MESOS-8817,"""GSOC: Improve Mesos Web UI backend to use V1 Operator API""","""""""This is a project IDEA for [Google Summer of Code|https://summerofcode.withgoogle.com/] (GSOC). To discuss this or other ideas with your potential mentor from the Apache Mesos project, sign up and post to the [<EMAIL>|mailto:<EMAIL>] list, including """"""""[GSOC]"""""""" in the subject. You can also comment this Jira issue if you have an account.    h2. What is the issue?    The Mesos UI currently uses [unversioned REST endpoints|http://mesos.apache.org/documentation/latest/endpoints/] to show data regarding the cluster.    Best practices would be to use the newer [Operator HTTP API|http://mesos.apache.org/documentation/latest/operator-http-api/] instead, but this upgrade requires changes in the backend that have not been done yet.    Using this new API would allow us in the future to stream the state of the cluster and thus have a more responsive and easily upgradable UI.    h2. What would you do during your Summer of Code?    This project would require an upgrade of our current Angular web app to handle new types of requests (e.g. Mesos can answer synchronously or not through the Operator API) and read from endpoints returning different information compared to the old ones.    This project is also the opportunity to improve the organization of our Angular controllers to have a more straightfoward logic from getting the data to showing it to the users.    h2. Who will help you?    If you accept to work on this project, you will be mentored by [<USER>https://reviews.apache.org/users/<USER>] and shepherded by [<USER>https://reviews.apache.org/users/<USER>].     Benjamin has maintained the Mesos Web UI for 5 years and I am currently working on improvements to it (more front-end related). We both have a keen interest in improving this Mesos component.""""""",1,5.00,0.40,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8816,"""Add missing fields in ResourceUsage to agent /monitor/statistics endpoint.""","""""""Add missing fields in ResourceUsage to agent /monitor/statistics endpoint, e.g., container_id, etc.    https://github.com/apache/mesos/blob/1.5.0/src/slave/http.cpp#L2057""""""",1,5.96,0.49,Backend,BACKLOG-MESOS-2018,0,,in_progress
MESOS-8815,"""Authentication failure makes test KillTaskBetweenRunTaskParts flaky.""","""""""    log attached""""""",1,6.38,0.57,Testing,BACKLOG-MESOS-2018,0,,backlog
MESOS-8814,"""Mount the volume based on `Volume.mode`.""","""""""See [design doc|https://docs.google.com/document/d/1QyeDDX4Zr9E-0jKMoPTzsGE-v4KWwjmnCR0l8V4Tq2U/edit#heading=h.kck8nfvxr80w] for why we need to do this.""""""",5,5.68,0.70,Backend,362,1,,done
MESOS-8813,"""Support multiple tasks with different users can access a persistent volume.""","""""""See [design doc|https://docs.google.com/document/d/1QyeDDX4Zr9E-0jKMoPTzsGE-v4KWwjmnCR0l8V4Tq2U/edit#heading=h.f4x59l41lxwx] for why we need to do this.""""""",8,5.78,0.74,Backend,367,1,,done
MESOS-8812,"""Grant non-root task user the permissions to access the DOCKER_VOLUME volume""","""""""See [design doc|https://docs.google.com/document/d/1QyeDDX4Zr9E-0jKMoPTzsGE-v4KWwjmnCR0l8V4Tq2U/edit#heading=h.e6p985n775m] for why we need to do this.""""""",3,5.25,0.50,DevOps,363,0,,in_progress
MESOS-8811,"""Grant non-root task user the permissions to access the image volume""","""""""See [design doc|https://docs.google.com/document/d/1QyeDDX4Zr9E-0jKMoPTzsGE-v4KWwjmnCR0l8V4Tq2U/edit#heading=h.s78760cmtdz6] for why we need to do this.""""""",3,5.25,0.50,Backend,363,0,,in_progress
MESOS-8810,"""Grant non-root task user the permissions to access the SANDBOX_PATH volume of PARENT type""","""""""See [design doc|https://docs.google.com/document/d/1QyeDDX4Zr9E-0jKMoPTzsGE-v4KWwjmnCR0l8V4Tq2U/edit#heading=h.s6f8rmu65g2p] for why we need to do this.""""""",13,5.85,0.71,Backend,363,1,,done
MESOS-8809,"""Add functions for manipulating POSIX ACLs into stout""","""""""We need to add functions for setting/getting POSIX ACLs into stout so that we can leverage these functions to grant volume permissions to the specific task user.    This will introduce a new dependency {{libacl-devel}} when building Mesos.""""""",3,5.98,0.62,DevOps,374,1,,done
MESOS-8808,"""CSI documentation has a broken link to a non-existent page.""","""""""There's a broken link to a non-existent {{resource-provider.md}} document here: https://mesos.apache.org/documentation/latest/csi/#resource-providers""""""",13,5.83,0.69,Frontend,BACKLOG-MESOS-2018,1,MESOS-8396|MESOS-9938,done
MESOS-8807,"""Role weights remain persisted when set back to the default weight.""","""""""Per MESOS-8806, there is no way to """"""""un-persist"""""""" a weight. Even when set back to the default, it remains persisted.""""""",1,6.15,0.48,DevOps,BACKLOG-MESOS-2018,1,,done
MESOS-8806,"""Add an option to delete a weight for a specific role""","""""""Apparently, there's no option to remove a weight for a specific role.    I have something like this:         and I want to remove the weight for '*'. I send a PUT request to the master with the following payload:         Then I do a GET on the master    I still get the weight for the '*' role""""""",1,5.65,0.40,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8805,"""Fix new warning in exit.hpp on windows""","""""""    It's a legitimate warning, we should either fix it or silence it.""""""",1,6.00,0.48,Backend,BACKLOG-MESOS-2018,0,,backlog
MESOS-8804,"""Fix Ninja Release builds on Windows""","""""""There were some leftover TODOs when we got Ninja working on Windows, as we hardcoded the names of the debug versions of the libraries. Because Ninja is a single-configuration generator (unlike Visual Studio which is a multi-configuration generator), we have to check {{CMAKE_BUILD_TYPE}} and appropriately set the target locations.""""""",1,6.98,0.46,DevOps,BACKLOG-MESOS-2018,1,,done
MESOS-8803,"""Libprocess deadlocks in a test.""","""""""""""""",1,6.95,0.60,Testing,BACKLOG-MESOS-2018,1,,done
MESOS-8802,"""Make remaining quota to offer event-driven in the allocator.""","""""""Currently, in the allocator, role consumed quota info is built up from scratch at the beginning of each allocation iteration. This affects performance and increases code complexity. We should be able to track and persist this info as we make new allocations.""""""",3,6.13,0.65,Backend,366,1,MESOS-9182,done
MESOS-8801,"""Add jemalloc as optional third-party memory allocator""","""""""As seen MESOS-7876, using jemalloc over the default memory allocator can have performance benefits.         Additionally, this is also supports the use case of MESOS-7944 by providing an out-of-the-box option to enable memory profiling. (which is also the ticket referenced in the mailing list discussion about this)""""""",3,6.33,0.36,DevOps,BACKLOG-MESOS-2018,1,,done
